Nom de la gare;UIC;Code postal;Segmentation marketing;Segmentation décret;Agence;Voyageurs 2014
Urt;672386;64240;5;c;Sud-Ouest;2 962
Ustaritz;673624;64480;5;c;Sud-Ouest;1 858
Villefranque;673616;64990;5;c;Sud-Ouest;180
Aix la Marsalouse;594291;19200;5;c;Sud-Ouest;0
Allassac;594234;19240;4;c;Sud-Ouest;19 232
Aubazine Saint Hilaire;594465;19190;5;c;Sud-Ouest;8 718
Barsanges;592188;19170;5;c;Sud-Ouest;0
Bugeat;592162;19170;4;c;Sud-Ouest;7 881
Cornil;594481;19150;5;c;Sud-Ouest;3 951
Corrèze;594119;19800;5;c;Sud-Ouest;2 633
Egletons;594168;19300;4;c;Sud-Ouest;31 846
Eygurande-Merlines;641241;19340;5;c;Sud-Ouest;892
Jassonneix;594085;19250;5;c;Sud-Ouest;0
La Celle;592147;19170;5;c;Sud-Ouest;349
La Rivière de Mansac;594416;19520;5;c;Sud-Ouest;248
Larche;594424;19600;5;c;Sud-Ouest;114
Le Burg;594614;19240;5;c;Sud-Ouest;291
Lubersac;594671;19210;5;c;Sud-Ouest;3 551
Masseret;594820;19510;5;c;Sud-Ouest;6 026
Meymac;594275;19250;4;c;Sud-Ouest;20 853
Montaignac Saint-Hippolyte;594135;19300;5;c;Sud-Ouest;810
Objat;594630;19130;4;c;Sud-Ouest;9 003
Pérols sur Vézère;592170;19170;5;c;Sud-Ouest;306
Pompadour;594663;19410;4;c;Sud-Ouest;10 866
Saint-Aulaire;594622;19130;5;c;Sud-Ouest;109
Tulle;594499;19000;4;b;Sud-Ouest;174 013
Turenne;594556;19500;5;c;Sud-Ouest;293
Ussel;594093;19200;4;c;Sud-Ouest;60 297
Uzerche;594200;19140;4;c;Sud-Ouest;78 600
Varetz;594606;19240;5;c;Sud-Ouest;1 603
Verneuil sur Vienne;592675;87430;5;c;Sud-Ouest;276
Vigeois;594218;19410;5;c;Sud-Ouest;7 944
Vignols Saint Solve;594655;19130;5;c;Sud-Ouest;103
Aubusson;597823;23200;5;c;Sud-Ouest;7 431
Busseau sur Creuse;597708;23150;5;c;Sud-Ouest;1 192
Felletin;597849;23340;5;c;Sud-Ouest;5 666
Guéret;597609;23000;4;c;Sud-Ouest;81 735
La Souterraine;592378;23300;4;b;Sud-Ouest;180 407
Lavaufranche;597740;23600;5;c;Sud-Ouest;32
Lavaveix les Mines;597781;23150;5;c;Sud-Ouest;994
Marsac (Creuse);597625;23210;5;c;Sud-Ouest;3 993
Montaigut;597674;23320;5;c;Sud-Ouest;933
Parsac Gouzon;597724;23140;5;c;Sud-Ouest;99
Saint-Sébastien;592493;23160;4;c;Sud-Ouest;5 816
Vieilleville;597633;23210;5;c;Sud-Ouest;1 614
Aixe sur Vienne;592667;87700;4;c;Sud-Ouest;10 306
Ambazac;592311;87240;5;c;Sud-Ouest;34 037
Bellac;592485;87300;4;c;Sud-Ouest;30 776
Bersac;592352;87370;5;c;Sud-Ouest;5 415
Brignac;592063;87400;5;c;Sud-Ouest;0
Bussière Galant;592741;87230;4;c;Sud-Ouest;17 343
Châteauneuf  Bujaleuf;592105;87460;5;c;Sud-Ouest;4 459
Coussac-Bonneval;592840;87500;5;c;Sud-Ouest;276
Eymoutiers-Vassiviere;592121;87120;4;c;Sud-Ouest;38 362
Fromental;592360;87250;5;c;Sud-Ouest;1 503
L’Aiguille;592634;87110;5;c;Sud-Ouest;4 540
La Jonchère;592337;87340;5;c;Sud-Ouest;14 115
La Meyze;592808;87800;5;c;Sud-Ouest;3 230
La Porcherie;592295;87380;5;c;Sud-Ouest;5 703
Lafarge;592733;87260;5;c;Sud-Ouest;7 389
Le Dorat;592543;87210;4;c;Sud-Ouest;22 518
Le Palais;592030;87410;5;c;Sud-Ouest;0
Les Bardys;592048;87480;5;c;Sud-Ouest;4 010
Limoges Montjovis;592022;87100;4;c;Sud-Ouest;18 437
Magnac-Vicq;592279;87380;5;c;Sud-Ouest;14 237
Nantiat;592444;87140;5;c;Sud-Ouest;19 571
Nexon;592725;87800;4;c;Sud-Ouest;46 236
Nieul;592410;87510;5;c;Sud-Ouest;5 087
Peyrilhac-Saint-Jouvent;592428;87510;5;c;Sud-Ouest;410
Pierre Buffière;592253;87260;5;c;Sud-Ouest;8 183
Saillat-Chassenon;592717;87720;5;c;Sud-Ouest;634
Solignac le- Vigen;592246;87110;5;c;Sud-Ouest;2 521
Saint-Brice sur Vienne;592691;87200;5;c;Sud-Ouest;514
Saint-Denis des Murs;592097;87400;5;c;Sud-Ouest;2 299
Saint-Germain les Belles;592287;87380;5;c;Sud-Ouest;13 841
Saint-Junien;592709;87200;4;c;Sud-Ouest;19 108
Saint-Léonard de Noblat;592071;87400;4;c;Sud-Ouest;41 017
Saint-Priest Taurion;592055;87480;5;c;Sud-Ouest;27 185
Saint-Sulpice Laurière;592345;87370;4;c;Sud-Ouest;48 651
Saint-Victurnien;592683;87420;5;c;Sud-Ouest;3 964
Saint-Yrieix;592824;87500;4;c;Sud-Ouest;26 524
Vaulry;592451;87140;5;c;Sud-Ouest;618
Ax les Thermes;611533;9110;4;c;Sud-Ouest;87 727
Foix;611616;9000;4;b;Sud-Ouest;236 662
Les Cabannes;611574;9310;5;c;Sud-Ouest;6 975
L'Hospitalet pres l'Andorre;611517;9390;4;c;Sud-Ouest;50 327
Luzenac-Garanou;611558;9250;5;c;Sud-Ouest;10 643
Mérens les Vals;611525;9110;5;c;Sud-Ouest;2 112
Pamiers;611343;9100;4;b;Sud-Ouest;333 048
Saverdun;611368;9700;4;b;Sud-Ouest;153 836
Saint-Jean de Verges;611624;9000;5;c;Sud-Ouest;2 291
Tarascon sur Ariège;611590;9400;4;c;Sud-Ouest;54 930
Varilhes;611327;9120;4;c;Sud-Ouest;50 328
Vernet d'Ariège;611350;9700;5;c;Sud-Ouest;12 912
Aubin;613224;12110;5;c;Sud-Ouest;5 367
Baraqueville-Carcenac-Peyrales;615757;12160;4;c;Sud-Ouest;3 828
Campagnac Saint-Geniez;783340;12560;5;c;Sud-Ouest;524
Capdenac;613109;12700;4;c;Sud-Ouest;76 948
Cransac;613232;12110;5;c;Sud-Ouest;2 900
Laissac;783761;12310;5;c;Sud-Ouest;859
Luc Primaube;615773;12450;5;c;Sud-Ouest;3 419
Millau;783001;12100;4;b;Sud-Ouest;86 767
Montpaon;781534;12540;5;c;Sud-Ouest;323
Najac;613463;12270;5;c;Sud-Ouest;6 376
Naucelle;615732;12800;4;c;Sud-Ouest;12 228
Rodez;613422;12000;3;b;Sud-Ouest;166 541
Salles Courbatiers;613877;12260;5;c;Sud-Ouest;1 150
Sévérac le Château;783365;12150;4;c;Sud-Ouest;16 978
Saint-Christophe;613257;12330;4;c;Sud-Ouest;5 649
Saint-Georges de Luzençon;783423;12100;5;c;Sud-Ouest;23 490
Saint-Rome de Cernon;783431;12490;4;c;Sud-Ouest;2 721
Tournemire Roquefort;783456;12250;5;c;Sud-Ouest;148
Villefranche de Rouergue;613893;12200;4;c;Sud-Ouest;59 660
Viviez-Décazeville;613661;12110;4;c;Sud-Ouest;14 968
Aubiet;611764;32270;5;c;Sud-Ouest;9 152
Auch;611749;32000;4;b;Sud-Ouest;244 062
Gimont-Cahuzac;611772;32200;4;c;Sud-Ouest;58 615
L'Isle Jourdain;611806;32600;4;b;Sud-Ouest;268 740
Auterive;611384;31190;4;b;Sud-Ouest;405 926
Avignonet;616011;31290;5;c;Sud-Ouest;26 335
Baziège;611723;31450;5;c;Sud-Ouest;70 360
Boussens;611095;31360;4;b;Sud-Ouest;173 829
Brax Léguevin;611822;31490;5;b;Sud-Ouest;262 207
Carbonne;611061;31390;4;b;Sud-Ouest;284 196
Castelnau d'Estrétefonds;611665;31620;4;b;Sud-Ouest;184 481
Cazères sur Garonne;611079;31220;4;b;Sud-Ouest;161 231
Cintegabelle;611376;31550;5;c;Sud-Ouest;99 233
Colomiers;611467;31770;4;b;Sud-Ouest;302 868
Colomiers Lycée-nternational;611921;31770;5;b;Sud-Ouest;255 328
Escalquens;611707;31750;4;c;Sud-Ouest;59 892
Fenouillet Saint-Alban;611962;31150;5;c;Sud-Ouest;202
Gallieni Canceropôle;497461;31000;5;c;Sud-Ouest;50 444
Gragnague;615377;31380;5;c;Sud-Ouest;8 888
Labarthe Inard;611129;31800;5;c;Sud-Ouest;261
Labège Innopole;612002;31670;5;c;Sud-Ouest;158 673
Labège Village;612028;31670;5;c;Sud-Ouest;17 206
Lacourtensourt;611434;31200;5;c;Sud-Ouest;32 909
Lalande Eglise;611947;31000;5;c;Sud-Ouest;456
Lardenne;611939;31000;5;c;Sud-Ouest;17 086
Le Fauga;611046;31410;5;c;Sud-Ouest;60 458
Le TOEC;353573;31000;5;c;Sud-Ouest;4 156
Les Ramassiers;353581;31000;5;c;Sud-Ouest;10 836
Lestelle;611111;31360;5;c;Sud-Ouest;530
Longages-Noé;611053;31410;5;c;Sud-Ouest;104 933
Luchon;611236;31110;4;c;Sud-Ouest;41 289
Marignac-Saint-Béat;611194;31440;5;c;Sud-Ouest;3 656
Martres Tolosane;611087;31220;5;c;Sud-Ouest;22 865
Mérenvielle;611814;31530;5;c;Sud-Ouest;51 854
Montastruc la Conseillère;615369;31380;5;b;Sud-Ouest;108 197
Montaudran;612010;31000;5;c;Sud-Ouest;27 724
Montlaur;618207;31450;5;c;Sud-Ouest;3 308
Montrabé;611848;31850;5;c;Sud-Ouest;40 990
Montréjeau-Gourdan Polignan;611152;31210;4;b;Sud-Ouest;170 644
Muret;611038;31600;4;b;Sud-Ouest;948 084
Pibrac;611830;31820;5;b;Sud-Ouest;158 399
Pins Justaret;618116;31860;5;b;Sud-Ouest;194 519
Portet Saint-Simon;611400;31120;4;b;Sud-Ouest;348 606
Roqueserière Buzet;615351;31380;5;c;Sud-Ouest;2 791
Route de Launaguet;611954;31140;5;c;Sud-Ouest;106
Saint-Agne;611301;31520;4;b;Sud-Ouest;1 115 517
Saint-Cyprien Arènes;446179;31300;4;b;Sud-Ouest;318 071
Saint-Gaudens;611137;31800;4;b;Sud-Ouest;278 903
Saint-Jory;611657;31790;5;b;Sud-Ouest;163 061
Saint-Martin du Touch;353599;31000;5;c;Sud-Ouest;9 039
Saint-Martory;611103;31360;5;c;Sud-Ouest;2 300
Vénerque le Vernet;611392;31810;5;b;Sud-Ouest;186 984
Villefranche de Lauragais;615013;31290;4;b;Sud-Ouest;222 507
Villenouvelle;618215;31290;5;c;Sud-Ouest;16 839
Capvern;671156;65130;5;c;Sud-Ouest;6 729
Lannemezan;671123;65300;4;b;Sud-Ouest;97 234
Loures Barbazan;611178;65370;5;c;Sud-Ouest;1 042
Ossun;671313;65380;5;c;Sud-Ouest;615
Salechan Siradan;618710;65370;5;c;Sud-Ouest;33
Saint-Pé de Bigorre;671362;65270;5;c;Sud-Ouest;1 782
Tournay;671172;65190;4;c;Sud-Ouest;19 783
Assier;613075;46320;4;c;Sud-Ouest;9 740
Bagnac;613604;46270;5;c;Sud-Ouest;3 744
Bétaille;594747;46110;5;c;Sud-Ouest;0
Bretenoux Biars;594762;46130;4;c;Sud-Ouest;21 195
Dégagnac;613174;46340;5;c;Sud-Ouest;53
Figeac;613091;46100;4;b;Sud-Ouest;158 157
Gignac-Cressensac;594325;46600;5;c;Sud-Ouest;1 229
Gourdon;613141;46300;4;c;Sud-Ouest;91 418
Gramat;613059;46500;4;c;Sud-Ouest;13 430
Lalbenque-Fontanes;613323;46230;5;c;Sud-Ouest;6 211
Laval de Cère;594796;46130;5;c;Sud-Ouest;493
Les Quatre Routes;594564;46110;5;c;Sud-Ouest;4 086
Puybrun;594754;46130;5;c;Sud-Ouest;1 371
Rocamadour-Padirac;613042;46500;5;c;Sud-Ouest;4 666
Souillac;594333;46200;4;b;Sud-Ouest;109 305
Saint-Denis près Martel;594572;46600;4;c;Sud-Ouest;15 636
Vayrac;594739;46110;5;c;Sud-Ouest;210
Albi Madeleine;615195;81000;4;c;Sud-Ouest;56 211
Carmaux;615625;81400;4;b;Sud-Ouest;104 870
Castres;615468;81100;4;b;Sud-Ouest;181 310
Cordes-Vindrac;613802;81170;4;c;Sud-Ouest;7 342
Damiatte Saint-Paul;615484;81220;4;c;Sud-Ouest;21 088
Gaillac;615252;81600;4;b;Sud-Ouest;218 360
Labruguière;615526;81290;5;c;Sud-Ouest;9 358
Lavaur;615476;81500;4;b;Sud-Ouest;143 720
Les Cauquillous;328021;81500;5;c;Sud-Ouest;15 766
Lisle sur Tarn;615310;81310;4;c;Sud-Ouest;59 113
Marssac sur tarn;615419;81500;5;c;Sud-Ouest;7 591
Mazamet;615542;81200;4;c;Sud-Ouest;51 404
Rabastens Coufouleux;615328;81800;4;b;Sud-Ouest;125 141
Saint-Sulpice (Tarn);615344;81370;4;b;Sud-Ouest;392 003
Tessonnières;615245;81600;5;c;Sud-Ouest;3 567
Vielmur sur Agout;615492;81570;5;c;Sud-Ouest;21 464
Albias;613398;82350;5;c;Sud-Ouest;9 949
Castelsarrasin;611897;82100;4;c;Sud-Ouest;77 321
Caussade (Tarn-et-Garonne);613356;82300;4;c;Sud-Ouest;90 110
Dieupentale;611681;82170;5;c;Sud-Ouest;93 292
Golfech;618082;82400;5;c;Sud-Ouest;1 978
Grisolles;611673;82170;5;c;Sud-Ouest;93 226
Laguépie;613471;82250;5;c;Sud-Ouest;4 526
Lamagistère;611855;82360;5;c;Sud-Ouest;19 121
Lavilledieu;611459;82290;5;c;Sud-Ouest;9 661
Lexos;613489;82330;5;c;Sud-Ouest;4 721
Malause;611871;82200;5;c;Sud-Ouest;549
Moissac;611889;82200;4;c;Sud-Ouest;74 810
Montbartier;611699;82700;5;c;Sud-Ouest;44 263
Pommevic;618058;82400;5;c;Sud-Ouest;272
Valence d'Agen;611863;82400;4;c;Sud-Ouest;62 764
Angoulins sur Mer;485102;17690;5;c;Sud-Ouest;12 654
Chabanais;592873;16150;4;c;Sud-Ouest;7 186
Chalais;583690;16210;4;c;Sud-Ouest;17 385
Chasseneuil sur Bonnieure;583443;16260;5;c;Sud-Ouest;35 407
Châteauneuf sur Charente;491506;16120;4;c;Sud-Ouest;43 702
Cognac;491449;16100;4;b;Sud-Ouest;151 316
Exideuil sur Vienne;592881;16150;5;c;Sud-Ouest;353
Jarnac-Charente;491472;16200;4;c;Sud-Ouest;41 541
La Rochefoucauld;583427;16110;4;c;Sud-Ouest;22 550
Luxe;583823;16230;5;c;Sud-Ouest;21 351
Montmoreau;583674;16190;5;c;Sud-Ouest;8 270
Roumazieres Loubert;583468;16270;4;c;Sud-Ouest;7 989
Ruelle;583203;16600;4;c;Sud-Ouest;7 749
Ruffec Charente;583849;16700;4;c;Sud-Ouest;92 275
Aytre Plage;437806;17440;5;c;Sud-Ouest;10 646
Beillant;491076;17800;5;c;Sud-Ouest;255
Bords;491019;17430;5;c;Sud-Ouest;9 623
Bussac;491191;17100;5;c;Sud-Ouest;1 487
Châtelaillon;485110;17340;4;c;Sud-Ouest;79 197
Clion sur Seugne;491134;17240;5;c;Sud-Ouest;163
Fontaines d'Ozillac;491159;17500;5;c;Sud-Ouest;0
Jonzac;491142;17500;4;c;Sud-Ouest;100 573
La Rochelle Porte Dauphine;437798;17000;5;c;Sud-Ouest;76 348
Loulay;491290;17330;5;c;Sud-Ouest;921
Mauze;485250;79210;5;c;Sud-Ouest;58 041
Montendre;491183;17130;4;c;Sud-Ouest;37 279
Pons;491100;17800;4;c;Sud-Ouest;25 767
Saujon;491811;17600;4;c;Sud-Ouest;62 548
Saint-Aigulin la Roche-Chalais;584540;17360;5;c;Sud-Ouest;9 132
Saint-Hilaire Brizambourg;491324;17500;5;c;Sud-Ouest;172
Saint-Jean d'Angely;491357;17400;4;c;Sud-Ouest;49 089
Saint-Laurent Fouras;485136;17450;5;c;Sud-Ouest;29 757
Saint-Savinien sur Charente;491035;17350;5;c;Sud-Ouest;14 571
Taillebourg;491043;17350;5;c;Sud-Ouest;90
Tonnay Charente;485151;17430;5;c;Sud-Ouest;11 731
Villeneuve la Comtesse;491258;17330;5;c;Sud-Ouest;3 222
Beauvoir sur Niort;485342;79360;5;c;Sud-Ouest;21 049
Bressuire;487249;79300;4;c;Sud-Ouest;25 828
Cerizay;487280;79140;5;c;Sud-Ouest;0
Epannes;485276;79270;5;c;Sud-Ouest;0
Fors;485326;79230;5;c;Sud-Ouest;23 202
La Crèche;485474;79260;5;c;Sud-Ouest;12 509
La Mothe Saint-Héray;485508;79800;5;c;Sud-Ouest;1 932
Marigny;485334;79360;5;c;Sud-Ouest;10 899
Pamproux;485524;79800;5;c;Sud-Ouest;7 000
Prin Deyrançon;485268;79210;5;c;Sud-Ouest;5 902
Prisse la Charrière;485359;79360;5;c;Sud-Ouest;5 733
Thouars;487009;79100;4;c;Sud-Ouest;49 356
Anché Voulon;575332;86700;5;c;Sud-Ouest;14 226
Chasseneuil (Vienne);575225;86360;5;c;Sud-Ouest;11 448
Dangé Saint-Romain;575126;86220;5;c;Sud-Ouest;13 784
Dissay;575191;86130;5;c;Sud-Ouest;31 768
Epanvilliers;575357;86510;5;c;Sud-Ouest;1 654
Ingrandes sur Vienne;575134;86220;5;c;Sud-Ouest;3 654
Iteuil;577403;86240;5;c;Sud-Ouest;9 291
Jaunay Clan;575217;86130;5;c;Sud-Ouest;29 669
La Tricherie;575183;86490;5;c;Sud-Ouest;16 654
Lathus;575498;86390;5;c;Sud-Ouest;839
Les Ormes sur Vienne;575118;86220;5;c;Sud-Ouest;2 590
Liguge;575274;86240;5;c;Sud-Ouest;4 856
Lusignan;485540;86600;5;c;Sud-Ouest;41 717
Lussac les Châteaux;575845;86320;5;c;Sud-Ouest;23 978
Mignaloux-Nouaille;575704;86550;5;c;Sud-Ouest;4 921
Montmorillon;575480;86500;4;c;Sud-Ouest;42 465
Naintre les Barres;575175;86530;5;c;Sud-Ouest;29 029
Nerpuy;575167;85630;5;c;Sud-Ouest;4 582
Rouille;485532;86480;5;c;Sud-Ouest;8 500
Saint-Saviol;575365;86400;5;c;Sud-Ouest;35 554
Vivonne;575290;86370;5;c;Sud-Ouest;44 306
Manlay;694521;21430;5;c;Centre Est Rhône Alpes;106
Bantzenheim;182840;68490;5;c;Est-Européen;8 239
Ile Napoléon;182832;68170;5;;Est-Européen;0
Mulhouse Musées;534339;68200;5;c;Est-Européen;0
Zu-Rhein;472639;68200;5;c;Est-Européen;0
Allée de la Tour-Rendez-Vous;113878;93320;5,1;b;Ile-de-France;664 200
Freinville-Sevran;113894;93270;5,1;b;Ile-de-France;934 200
Gargan;113860;93320;5,1;b;Ile-de-France;2 791 800
La Remise à Jorelle ;988709;93140;5,1;b;Ile-de-France;750 600
L'Abbaye;113886;93190;5,1;b;Ile-de-France;756 000
Les Coquetiers;113845;93250;5,1;b;Ile-de-France;853 200
Les Pavillons sous Bois ;113852;93320;5,1;b;Ile-de-France;1 285 200
Lycée Henri Sellier;988717;93190;5,1;b;Ile-de-France;1 155 600
Rougemont Chanteloup;431791;93270;5,1;b;Ile-de-France;1 420 200
Monte Carlo Country Club;338590;6190;5;c;Méditerranée;12 580
Fréjus Gare auto train;757518;83700;4;c;Méditerranée;1 417
Aulnat Aéroport;562421;63510;5;c;Centre Est Rhône Alpes;15 060
Chamonix-Aiguille du Midi;462085;74400;5;c;Centre Est Rhône Alpes;1 829
Vaudagne;746727;74310;5;c;Centre Est Rhône Alpes;180
Lentilly-Charpenay;566919;69210;5;c;Centre Est Rhône Alpes;128 013
Ecole Valentin;710731;25480;5;c;Centre Est Rhône Alpes;5 058
Créteil-Pompadour;608802;;;c;Ile-de-France;15
Lérouville;175240;;;c;Est-Européen;5 795
Poussay;144204;;;c;Est-Européen;185
Tanus;615674;;;c;Sud-Ouest;328
Halte de Fontanil - Lycée de Drap;561143;;;c;Méditerranée;0
Nice Pont Michel;590299;;;c;Méditerranée;1 982
Arenc Euroméditerranée;580340;;;c;Méditerranée;14 619
La Barasse;635581;;;c;Méditerranée;0
Carpentras;765735;;;c;Méditerranée;0
Entraigues-sur-la-Sorgue;765826;;;c;Méditerranée;0
Monteux;765818;;;c;Méditerranée;0
Sérifontaine;381269;;;c;Manche-Nord;7 005
Aigrefeuille;485193;;;c;Sud-Ouest;0
La Jarrie;485185;;;c;Sud-Ouest;0
Marans;485060;;;c;Sud-Ouest;1 439
Le Teil;764472;;;c;Centre Est Rhône Alpes;4 571
Saint-Péray;761494;;;c;Centre Est Rhône Alpes;1 528
Bedous;672774;;;c;Sud-Ouest;480
Bidos;517912;;;c;Sud-Ouest;264
Lurbe-Saint-Christau ;672741;;;c;Sud-Ouest;0
Sarrance;;;;c;Sud-Ouest;0
Longevilles - Rochejean;715227;;;c;Centre Est Rhône Alpes;529
Labergement-Sainte-Marie;715219;;;c;Centre Est Rhône Alpes;7 511
;;;;;;
